date,AT,PM10,PM2.5,RH,SR,Temp,WD,WS,NO2,Ozone
01-01-2016 00:00,12.43,946.17,389.33,65.42,12.83,12.43,210.92,0.3,105.57,7.93
01-01-2016 01:00,11.43,None,376,69,12.25,11.43,216.25,0.3,89.07,11.37
01-01-2016 02:00,11.28,None,480.5,71.5,12.58,11.28,230.92,0.35,91.96,12.2
01-01-2016 03:00,11.71,918.17,486.67,71.83,12.33,11.71,203.25,0.31,79.14,13.97
01-01-2016 04:00,11.13,824,441.17,73.08,12.75,11.13,126.92,0.3,91.57,14.9
01-01-2016 05:00,11.01,824,594.83,74.75,12.58,11.01,196.42,0.3,104.95,8.22
01-01-2016 06:00,11.49,778,441.33,74.17,13.83,11.49,80.58,0.37,81.68,7.48
01-01-2016 07:00,11.63,550,360,73.17,213,11.63,96.92,0.48,90.48,8.51
01-01-2016 08:00,14.9,579.17,394.5,63.92,423.08,14.9,181.58,0.49,102.64,7.71
01-01-2016 09:00,18.45,659.17,379.5,50.17,444.08,18.45,145.33,0.85,107.58,9.67
01-01-2016 10:00,20.42,561.4,303.83,43.5,446.42,20.42,193.75,1.05,111.38,21.06
01-01-2016 11:00,22.19,493.67,237.5,39.08,448,22.19,252,0.91,129.54,21.54
01-01-2016 12:00,23.39,517.33,232.17,34.92,445.5,23.39,193.92,1.12,133.81,27.83
01-01-2016 13:00,24.8,476.67,206.67,26.67,446.58,24.8,189.92,1.1,128.39,27.74
01-01-2016 14:00,24.72,491.17,148.67,26.33,428.58,24.72,203.83,1.06,109.36,33.29
01-01-2016 15:00,24.4,389.17,140.17,22.75,416.42,24.4,266.83,0.78,131.49,21.42
01-01-2016 16:00,22.77,516.17,132,24.5,364.25,22.77,274.75,0.55,145.37,15.33
01-01-2016 17:00,19.8,755.5,166.67,39.75,73.08,19.8,134.58,0.65,167.68,9.74
01-01-2016 18:00,17.48,923,348,49.42,12.42,17.48,239.42,0.31,196.17,13.28
01-01-2016 19:00,16.32,923,480,53.58,12.67,16.32,201.33,0.34,195.54,13.77
01-01-2016 20:00,15.75,923,480,56.17,12.42,15.75,198.92,0.32,227.31,11.72
01-01-2016 21:00,14.72,923,480,59.58,12.67,14.72,252.17,0.3,249.33,9.38
01-01-2016 22:00,14.04,923,480,61.92,12.58,14.04,136.67,0.3,210.32,9.98
01-01-2016 23:00,13.53,923,480,64,12.67,13.53,97.17,0.3,166.94,13.13
02-01-2016 00:00,13.4,923,480,62.67,12.42,13.4,73.17,0.3,129.57,17.22
02-01-2016 01:00,13.23,840.17,449.5,57.17,12.33,13.23,104.92,0.31,91.38,10.5
02-01-2016 02:00,12.67,422.5,295.83,58.25,12.5,12.67,88.25,0.3,85.59,11.73
02-01-2016 03:00,12.09,421.33,287.83,60.17,12.42,12.09,70.75,0.3,82.13,12.52
02-01-2016 04:00,11.33,494.67,275.33,62.67,12.5,11.33,83.42,0.3,77.14,17.52
02-01-2016 05:00,11.02,474.17,273.33,65.5,12.83,11.02,133.67,0.3,74.58,9.48
02-01-2016 06:00,11.29,580,350.17,65.67,13.58,11.29,79.42,0.32,70.27,10.76
02-01-2016 07:00,11.42,580,576,65.67,150.42,11.42,84.92,0.3,87.37,14.97
02-01-2016 08:00,13.82,580,576,61.33,407.75,13.82,133.75,0.38,126.58,15.47
02-01-2016 09:00,17.46,580,561,47.17,441,17.46,146.92,1.1,125.61,16.27
02-01-2016 10:00,20.02,580,471.83,41.75,449.5,20.02,211.42,0.98,109.34,15.57
02-01-2016 11:00,21.93,606.67,394.83,36.5,450.75,21.93,261.67,1.15,135.17,23.06
02-01-2016 12:00,22.68,705.5,335,33.58,451,22.68,257.83,1.25,113.21,32.49
02-01-2016 13:00,22.46,527.33,195,35.33,446.08,22.46,262.92,1.47,119.29,36.03
02-01-2016 14:00,22.52,497.17,214,32,433.67,22.52,278,1.82,115.42,37.12
02-01-2016 15:00,22.48,492.67,178,29.08,425.17,22.48,284.75,1.99,123.78,29.82
02-01-2016 16:00,20.98,517.83,146.5,30.83,353.67,20.98,285.5,1.87,116.48,23.95
02-01-2016 17:00,18.84,542.67,145.83,37.92,67.92,18.84,288.42,1.34,122.09,23.5
02-01-2016 18:00,17.39,620.67,190.17,46,12.33,17.39,287.17,0.74,130.58,14.69
02-01-2016 19:00,16.85,603.67,242,50.92,12.58,16.85,277.83,0.81,104.03,19.27
02-01-2016 20:00,16.14,532.67,250.8,54.75,12.5,16.14,266.5,0.79,109.1,18.62
02-01-2016 21:00,15.24,641.5,291.67,59.17,12.75,15.24,282.83,0.64,138.16,9.45
02-01-2016 22:00,14.56,None,330.67,61.42,12.42,14.56,263.42,0.41,144.93,8.38
02-01-2016 23:00,13.83,985.17,358.67,64.25,12.5,13.83,251.08,0.33,141.99,23.36
03-01-2016 00:00,12.48,941,367.83,68.25,12.58,12.48,218,0.31,134.54,17.07
03-01-2016 01:00,12.48,891,417,70.58,12.5,12.48,228.17,0.6,103.54,10.38
03-01-2016 02:00,12.07,656.67,403,72.08,12.58,12.07,232.33,1.32,93.67,13.67
03-01-2016 03:00,11.66,721.17,453.33,73.17,12.25,11.66,243.58,0.5,89.23,12.25
03-01-2016 04:00,11.98,647.67,421,73.08,12.67,11.98,283.83,0.52,92.3,11.5
03-01-2016 05:00,11.85,629.6,376.2,73.08,12.75,11.85,275.67,0.47,96.45,7.53
03-01-2016 06:00,11.66,628.17,373.33,73.67,13.42,11.66,281.58,0.52,82.08,7.07
03-01-2016 07:00,11.85,569,357.5,74.25,120.67,11.85,284.25,0.91,109.33,7.21
03-01-2016 08:00,13.47,655,363.33,70.5,283.42,13.47,284.58,1.25,100.14,6.35
03-01-2016 09:00,15.59,568.83,325.83,62.75,441.17,15.59,288.83,1.62,85.18,14.65
03-01-2016 10:00,18.23,511.67,304.5,53.25,450.42,18.23,282,1.47,100.9,16.66
03-01-2016 11:00,20.31,615.5,295.33,42.33,454.17,20.31,282.33,1.68,97.91,23.22
03-01-2016 12:00,21.65,537.33,256.5,36.83,452.33,21.65,275.67,1.85,101.85,35.43
03-01-2016 13:00,23.13,500.5,222,31.17,445.17,23.13,271.33,1.63,121.93,29.82
03-01-2016 14:00,23.19,466.83,184.33,29.75,430.75,23.19,274.83,2.1,114.83,36.25
03-01-2016 15:00,22.97,517,171,29.83,418.08,22.97,282,1.79,128.53,29.16
03-01-2016 16:00,21.63,550,172.5,33.08,321,21.63,280.25,1.47,139.79,22.68
03-01-2016 17:00,19.47,594.17,187.67,37.5,69,19.47,265.75,0.94,146.76,14.62
03-01-2016 18:00,17.06,740,262.67,45.75,12.58,17.06,228.67,0.53,158.23,10.45
03-01-2016 19:00,15.85,740,446,51,12.67,15.85,214,0.31,191.24,12.22
03-01-2016 20:00,14.89,740,446,55.58,12.42,14.89,210.25,0.3,214.36,11.36
03-01-2016 21:00,14.66,740,446,58.08,12.67,14.66,225.58,0.3,207.17,9.15
03-01-2016 22:00,14.03,740,453.8,60.75,12.5,14.03,229.75,0.3,205.92,8.34
03-01-2016 23:00,13.07,740,485,64.58,12.67,13.07,100.5,0.3,179.32,8.45
04-01-2016 00:00,12.55,740,485,67.33,12.83,12.55,172.75,0.39,149.73,9.39
04-01-2016 01:00,12.21,740,485,69.67,12.5,12.21,91.17,0.38,117.83,28.71
04-01-2016 02:00,11.62,740,485,72.08,12.25,11.62,225.42,0.54,103.09,21.78
04-01-2016 03:00,11.19,740,485,73,12.33,11.19,166.83,0.38,86.79,37.96
04-01-2016 04:00,11.11,740,501.17,74.33,12.42,11.11,211.58,0.87,101.8,52.21
04-01-2016 05:00,11.09,740,568.67,74.33,12.67,11.09,229.5,0.45,110.39,21.94
04-01-2016 06:00,10.88,740,499.17,75,13.5,10.88,140.92,0.3,106.01,16.37
04-01-2016 07:00,11.57,740,496.17,74.92,139.33,11.57,120.92,0.3,137.42,18.65
04-01-2016 08:00,13.75,740,552,71.17,399.42,13.75,208.25,0.3,142.7,21.16
04-01-2016 09:00,17.05,740,572.5,59.75,431.25,17.05,150.42,0.79,168.86,None
04-01-2016 10:00,19.57,730.17,641.17,47.83,440.5,19.57,137.25,1.38,167.06,75.62
04-01-2016 11:00,20.87,717.67,487.17,43.17,441.67,20.87,122.17,1.65,177.27,37.64
04-01-2016 12:00,22.35,860.33,526.17,35.17,439.5,22.35,131.33,1.63,149.04,30.34
04-01-2016 13:00,23.05,629.83,333.8,31.42,426.5,23.05,172,1.31,132.96,37.58
04-01-2016 14:00,23.52,495.67,298.83,29.25,418.17,23.52,147,1.36,130.53,50.99
04-01-2016 15:00,22.57,532.83,287.83,29.17,393.58,22.57,114.92,1.57,142.28,46.24
04-01-2016 16:00,21.54,673.17,288.5,35.67,304.58,21.54,147,1.07,168.82,18.08
04-01-2016 17:00,19.21,654,322.83,42.67,46.08,19.21,201.92,0.48,197.29,10.16
04-01-2016 18:00,17.58,654,472.17,49.67,12.67,17.58,165.5,0.3,199.33,10.08
04-01-2016 19:00,17.53,654,548,51.25,12.58,17.53,159.25,0.61,193.47,9.63
04-01-2016 20:00,16.9,654,548,54.83,12.83,16.9,204.58,0.51,193.15,14.28
04-01-2016 21:00,16.85,654,548,57,12.5,16.85,181.25,0.31,197.27,9.63
04-01-2016 22:00,16.92,654,548,57.75,12.67,16.92,172.33,0.38,177.5,20.72
04-01-2016 23:00,17.14,654,541.5,58.67,12.5,17.14,81.08,1.29,142.49,15.46
05-01-2016 00:00,16.97,667.17,494.83,58.5,12.33,16.97,133.25,1.85,115.38,22.98
05-01-2016 01:00,16.7,708,420.83,57.33,12.58,16.7,125.25,1.17,107.18,24.67
05-01-2016 02:00,15.7,605.83,403,59.25,12.42,15.7,208.92,0.77,101.13,12.45
05-01-2016 03:00,14.2,723.83,392.5,64.92,12.33,14.2,210.17,0.44,96.62,11.68
05-01-2016 04:00,14.07,725.67,389,67.92,12.5,14.07,103.92,0.84,92.87,18.67
05-01-2016 05:00,13.62,669,395.17,69.33,12.58,13.62,122.58,0.33,107.38,24.16
05-01-2016 06:00,13.08,819,451,71.75,13.08,13.08,141.17,0.3,112.44,84.03
05-01-2016 07:00,13.45,819,468,72,135.92,13.45,92.42,0.34,118.99,88.16
05-01-2016 08:00,15.64,819,553,67.75,392.33,15.64,134.33,0.34,149.84,163.72
05-01-2016 09:00,18.53,819,559,56,423.58,18.53,114.42,1.24,152.87,18.93
05-01-2016 10:00,21.13,819,570.83,44.58,435.58,21.13,134.25,1.6,150.26,14.95
05-01-2016 11:00,23.14,819,455.33,37.33,438.17,23.14,127.42,1.93,138.27,23.22
05-01-2016 12:00,24.38,796.7,327.83,35.17,435.25,24.38,110.92,1.97,112.07,33.31
05-01-2016 13:00,24.93,596,310,35,427.42,24.93,109.5,1.92,99.82,47.07
05-01-2016 14:00,25.1,602.67,330.33,35.67,411.08,25.1,100.92,2,111.49,47.27
05-01-2016 15:00,24.48,662,357.67,38.75,393.58,24.48,98.08,2.25,149.74,30.6
05-01-2016 16:00,23.47,775.17,358,41.33,308.67,23.47,102.58,1.24,168.48,20.66
05-01-2016 17:00,21.68,838.83,343.17,45.92,44.17,21.68,166.42,0.44,181.2,10.03
05-01-2016 18:00,19.77,982.83,350.17,53.83,12.75,19.77,177.25,0.31,188.85,7.47
05-01-2016 19:00,18.47,None,393.17,59.42,12.67,18.47,228.42,0.3,190.13,8.43
05-01-2016 20:00,17.74,None,458.33,63.75,12.83,17.74,225.58,0.3,167.24,12.82
05-01-2016 21:00,17.93,None,490.83,64.67,12.33,17.93,201.08,0.3,167.98,10.63
05-01-2016 22:00,17.86,None,550.5,65.67,12.83,17.86,174,0.3,161.51,11.78
05-01-2016 23:00,17.39,None,578,65.25,12.42,17.39,115.92,0.3,146.73,15.39
06-01-2016 00:00,16.84,None,598.75,65,12.83,16.84,78.17,0.3,128.18,58.35
06-01-2016 01:00,16.67,811.4,337.83,64.92,12.67,16.67,110.58,0.3,112.75,36.18
06-01-2016 02:00,15.73,959,449.17,67.17,12.75,15.73,140.5,0.3,99.55,59.46
06-01-2016 03:00,14.87,959,435,70.83,12.75,14.87,167.08,0.3,98.61,74.39
06-01-2016 04:00,14.7,959,439.83,72.83,12.83,14.7,173.17,0.3,93.23,74.32
06-01-2016 05:00,14.45,959,473.5,73,12.08,14.45,125.75,0.3,94.54,31.43
06-01-2016 06:00,14.49,959,519.5,73,13,14.49,157.08,0.45,89.92,28.6
06-01-2016 07:00,14.9,950.67,517.17,71.08,168,14.9,120.58,0.8,101.22,92.22
06-01-2016 08:00,16.41,853,551.2,67.42,357.33,16.41,133.42,1.02,134.63,45.3
06-01-2016 09:00,18.61,719.5,553,57.5,419.92,18.61,92.17,2.49,141.79,1.47
06-01-2016 10:00,20.33,322,418,50.5,433.29,20.33,104.25,2.75,298.73,3.94
06-01-2016 11:00,None,None,None,None,None,None,None,None,106.7,9.6
06-01-2016 12:00,None,None,None,None,None,None,None,None,100.94,11.9
06-01-2016 13:00,24.38,576.3,212.5,40,433.5,24.38,143.83,2.02,84.34,19.97
06-01-2016 14:00,23.81,427.3,167.67,42.08,410,23.81,90.75,2.78,77.7,24.13
06-01-2016 15:00,23.29,439,176.67,43.25,396.75,23.29,85.25,2.64,71.39,26.29
06-01-2016 16:00,22.58,472.6,161.17,46.92,314.17,22.58,81.25,2.51,109.94,20.57
06-01-2016 17:00,21.55,550.9,199.17,51.58,56.17,21.55,94.33,1.67,128.5,6.98
06-01-2016 18:00,20.37,589.1,244.67,55.83,12.5,20.37,163.17,0.75,132.22,6.8
06-01-2016 19:00,19.72,860,299.3,58.58,12.67,19.72,133.08,1.03,138.27,7.62
06-01-2016 20:00,20.1,813.33,346,57.17,12.67,20.1,78.42,1.92,114.19,8.41
06-01-2016 21:00,19.07,621.5,289.33,60.75,12.25,19.07,156.58,0.63,118.41,9.22
06-01-2016 22:00,17.69,829,366.33,65.25,12.42,17.69,189.75,0.49,133.24,10.84
06-01-2016 23:00,16.75,829,423.83,69.5,12.42,16.75,150.25,0.39,132.42,9.96
07-01-2016 00:00,15.86,829,453.67,72.42,12.42,15.86,59.67,0.37,118.47,11.85
07-01-2016 01:00,15.59,829,453,74,12.67,15.59,149.58,0.4,100.87,9.34
07-01-2016 02:00,15.2,829,433.8,75.5,12.42,15.2,128.42,0.58,80.88,22.08
07-01-2016 03:00,14.7,829,435.67,76.75,12.75,14.7,105,0.32,73.32,15.62
07-01-2016 04:00,14.25,807.17,407,77.17,12.75,14.25,208.92,0.3,69.52,39.13
07-01-2016 05:00,14.08,699,404,78.5,12.33,14.08,103.58,0.3,70.17,18.87
07-01-2016 06:00,14.37,704,450.67,78,13,14.37,60,0.54,78.97,32.75
07-01-2016 07:00,14.94,704,520.17,77.58,119.92,14.94,86.17,0.64,81.08,171.44
07-01-2016 08:00,15.94,707.5,557.83,75.67,366.92,15.94,186.5,0.48,94.67,116.3
07-01-2016 09:00,17.32,720.5,460.5,70.75,415.83,17.32,94,2.02,104.8,10.77
07-01-2016 10:00,20.17,701.67,428,61.21,433.79,20.17,117.96,1.58,121.98,8.33
07-01-2016 11:00,22.82,679.33,469.83,52.08,432.83,22.82,170.75,1.21,119.09,11.28
07-01-2016 12:00,24.3,543.33,392,46,430.33,24.3,149.75,1.29,120.41,17.76
07-01-2016 13:00,25.25,616.17,337,44.25,419.5,25.25,208.67,0.93,146.09,22.9
07-01-2016 14:00,25.6,706.5,359.83,43,405,25.6,228.92,0.63,168.53,29.82
07-01-2016 15:00,23.83,874.67,347.83,49.08,355.83,23.83,230.92,0.72,127.93,28.45
07-01-2016 16:00,22.57,853,449.17,52.33,273.17,22.57,164.17,0.53,120.22,11.57
07-01-2016 17:00,20.96,None,887.83,56.75,52.25,20.96,174.08,0.51,136.98,15.11
07-01-2016 18:00,19.53,None,412.67,62.33,12.33,19.53,221.92,0.3,137.54,9.44
07-01-2016 19:00,18.97,None,469.17,66.33,12.75,18.97,155,0.3,135,10.7
07-01-2016 20:00,18.92,None,488.67,67.33,12.5,18.92,176.58,0.3,121.89,10.05
07-01-2016 21:00,18.63,None,514.17,68.08,12.58,18.63,151.5,0.3,113.95,9.95
07-01-2016 22:00,17.54,None,550,71.42,12.75,17.54,217.33,0.3,133.44,12.56
07-01-2016 23:00,16.92,None,550,73.92,12.58,16.92,221.75,0.3,121.82,12.54
08-01-2016 00:00,16.43,None,550,76.75,12.58,16.43,122.83,0.41,93.23,17.91
08-01-2016 01:00,15.69,814,556.5,78.58,12.67,15.69,140.17,0.31,73.64,13.75
08-01-2016 02:00,15.69,811.5,590.83,80.08,12.42,15.69,157.33,0.32,73.92,15.52
08-01-2016 03:00,15.11,799,599.67,80.58,12.58,15.11,142.33,0.41,64.39,12.5
08-01-2016 04:00,14.81,799,606,81.25,12.58,14.81,166.42,0.32,61.73,12.29
08-01-2016 05:00,14.52,807.17,641.67,81.92,12.5,14.52,154,0.3,55.97,13.53
08-01-2016 06:00,14.63,862,610.17,82.08,12.67,14.63,167.75,0.3,61.49,12.97
08-01-2016 07:00,14.88,907.5,555.33,82,113.92,14.88,231.08,0.32,68.72,10.91
08-01-2016 08:00,15.48,767,516.5,81.17,371.5,15.48,274.58,0.89,97.23,18.7
08-01-2016 09:00,16.84,720.83,492.5,78.58,417.92,16.84,269.83,1,126.98,12.33
08-01-2016 10:00,18.08,938.17,633.33,73.42,425.17,18.08,247.75,1.49,123.7,12.64
08-01-2016 11:00,19.13,905.17,625,68.92,435.83,19.13,255.25,1.41,135.07,8.79
08-01-2016 12:00,21.29,807.83,625,56.33,433.58,21.29,286.83,1.42,145.31,7.48
08-01-2016 13:00,22.47,875.5,625,44.33,433.42,22.47,282,1.67,110.72,9.09
08-01-2016 14:00,22.17,661.33,543.33,43.5,422.58,22.17,283.08,1.79,111.92,12.14
08-01-2016 15:00,21.86,606.5,506.17,40.5,411.83,21.86,285.67,1.82,96.82,14.79
08-01-2016 16:00,20.35,512.67,492.42,50.92,347.67,20.35,288.67,1.91,107.82,18.84
08-01-2016 17:00,18.93,565.83,390,55.25,71.5,18.93,287.17,1.52,108.43,8.3
08-01-2016 18:00,17.78,532.67,366,58.25,12.33,17.78,271.75,1.26,109.9,7.29
08-01-2016 19:00,17.28,746,369.17,61.67,12.5,17.28,278,1.51,107.95,6.56
08-01-2016 20:00,16.91,548,837,63.58,12.42,16.91,279.67,1.55,97.56,10.76
08-01-2016 21:00,16.43,559.83,249.83,64.42,12.58,16.43,272.58,1.49,102.4,10.27
08-01-2016 22:00,16.28,607.17,266.17,63.83,12.42,16.28,278.42,1.76,93.16,10.06
08-01-2016 23:00,15.45,525.33,222.67,64.33,12.42,15.45,282.25,1.42,75.67,11.09
09-01-2016 00:00,14.81,404.33,202.17,66.17,12.17,14.81,284.33,1.76,65.49,15.2
09-01-2016 01:00,14.2,353.17,211.67,68.17,12.33,14.2,282.25,1.66,51.74,8.49
09-01-2016 02:00,13.68,289.83,224.17,68.92,12.33,13.68,283.08,1.55,55.54,8.64
09-01-2016 03:00,13.4,288.17,189.83,67.75,12.83,13.4,285.25,1.78,55.28,8.66
09-01-2016 04:00,13.13,255.33,161.17,66.83,12.33,13.13,287,1.8,52.23,11.57
09-01-2016 05:00,12.71,237.5,148,66.58,12.42,12.71,280.08,1.5,63.67,9.4
09-01-2016 06:00,12.42,273.33,160.33,67.83,13.25,12.42,273.92,1.69,71.13,7.46
09-01-2016 07:00,12.77,439.33,196.5,66.33,148.17,12.77,268.83,1.5,75.79,13.67
09-01-2016 08:00,15.23,437,197.5,60,405.25,15.23,275.75,1.82,85.29,14.36
09-01-2016 09:00,17.93,464.33,229.6,48.17,434.92,17.93,279.67,2.03,96.77,8.95
09-01-2016 10:00,19.46,553.67,328.67,41.58,445.58,19.46,284.83,2.22,90.52,14.18
09-01-2016 11:00,20.62,468.83,162.83,40.25,450.5,20.62,284.75,2.64,83.77,14.94
09-01-2016 12:00,21.8,601.17,134.83,37.08,450.17,21.8,279.83,2.85,92.57,15.24
09-01-2016 13:00,22.37,592.17,97.17,34.25,446.92,22.37,279.58,3.1,87.11,21.91
09-01-2016 14:00,22.3,593,87.5,31.5,425.25,22.3,281.67,3.45,75.69,26.24
09-01-2016 15:00,22,505,83.17,33,421.67,22,285.33,3.07,76.49,29.18
09-01-2016 16:00,21.12,490.83,73.83,35.92,372.75,21.12,286.75,2.45,89.07,31.47
09-01-2016 17:00,19.37,416,77.5,40.33,81.67,19.37,283,2.01,96.35,18.4
09-01-2016 18:00,18.03,426.33,105.67,46,12.5,18.03,277.58,1.22,114.43,10.05
09-01-2016 19:00,17.12,591.67,145.67,50.83,12.67,17.12,274.92,1.11,122.65,7.05
09-01-2016 20:00,16.59,636.67,198,51.75,12.67,16.59,283.33,1.04,110.43,8.08
09-01-2016 21:00,15.84,559.5,179,54.58,12.33,15.84,268.08,0.78,120.69,9.51
09-01-2016 22:00,15.4,795.2,236.17,56.33,12.33,15.4,253.83,0.75,116.23,11.14
09-01-2016 23:00,14.53,873.83,236.83,59.5,12.17,14.53,226.25,0.81,106.38,11.92
10-01-2016 00:00,13.55,549.5,196.67,63.25,12.33,13.55,239.5,0.78,107.06,15.64
10-01-2016 01:00,12.76,745.5,257.5,67.25,12.17,12.76,244.5,1.12,90.22,9.53
10-01-2016 02:00,12.23,551.67,291.5,69.42,12.75,12.23,233.67,0.81,88.66,8.63
10-01-2016 03:00,12.28,495,279.17,70.75,12.5,12.28,227.5,1.06,77.68,10.33
10-01-2016 04:00,11.84,509.5,310.67,71.33,12.33,11.84,230.83,1.26,76.06,9.09
10-01-2016 05:00,11.37,584.83,343,72.92,12.17,11.37,232.92,0.77,83.22,11.85
10-01-2016 06:00,11.18,599,371.17,73.5,12.92,11.18,225.5,0.5,91.42,13.39
10-01-2016 07:00,11.9,599,414,73.33,143.25,11.9,230.58,0.48,115.8,13.88
10-01-2016 08:00,14.18,599,422.33,68.58,387,14.18,252.75,0.75,99.73,15
10-01-2016 09:00,17.48,611.5,410.83,57.33,428.33,17.48,256.25,1.33,110.14,6.63
10-01-2016 10:00,20.52,653.83,383.5,47.92,436.5,20.52,268.83,1.53,115.16,13.35
10-01-2016 11:00,22.47,533.17,267.83,41.5,438.08,22.47,258.75,1.51,133.88,13.14
10-01-2016 12:00,23.69,428.33,207,37.58,437.83,23.69,260.33,1.43,124.28,18.22
10-01-2016 13:00,24.54,404.67,184.6,33.33,434.5,24.54,275.58,1.65,105.88,25.75
10-01-2016 14:00,24.73,434,96.83,33.17,415.75,24.73,274.42,1.74,125.79,26.75
10-01-2016 15:00,24.11,455.33,104.83,34.67,407.25,24.11,287.67,1.44,118.78,26.98
10-01-2016 16:00,22.52,426.67,103.17,37.42,340,22.52,287.67,1.21,116.86,26.03
10-01-2016 17:00,20.09,490.5,115.67,46.42,71.33,20.09,134.58,0.73,111.34,11.11
10-01-2016 18:00,18.34,448,96.83,53.42,12.58,18.34,112.25,0.53,106.48,9.87
10-01-2016 19:00,16.86,473,230.67,59.42,12.5,16.86,53.75,0.37,133.37,9.18
10-01-2016 20:00,16.27,473,350,63,12.42,16.27,95.75,0.4,132.62,11.03
10-01-2016 21:00,15.33,473,452.67,65.92,12.33,15.33,227.92,0.52,126.74,11.24
10-01-2016 22:00,15.05,473,440.5,68,12.25,15.05,56.25,0.45,120.22,21.48
10-01-2016 23:00,14.51,473,426.8,69.17,12.42,14.51,64.58,0.42,104.73,24.18
11-01-2016 00:00,13.62,495,378.4,71.58,12.33,13.62,113.67,0.4,93.01,186.3
11-01-2016 01:00,12.57,605,351.5,73.92,12.75,12.57,188.42,0.32,76.62,165.92
11-01-2016 02:00,12.1,595.5,372.5,75.92,12.67,12.1,104.17,0.32,68.17,96.34
11-01-2016 03:00,12.14,553.5,351,76.83,12.5,12.14,77.58,0.37,65.26,43.63
11-01-2016 04:00,11.5,588.33,382.83,77.67,12.75,11.5,79,0.3,63.86,34.22
11-01-2016 05:00,11.86,625,328.33,78,12.42,11.86,215.08,0.36,91.37,58.71
11-01-2016 06:00,11.76,625,367.67,78.17,13.25,11.76,138.58,0.3,90.03,72.18
11-01-2016 07:00,12.22,645.2,406.17,78.5,145.67,12.22,151.33,0.3,100.63,60.73
11-01-2016 08:00,15.58,827,410.33,73,391.42,15.58,239.83,0.33,164.98,44.22
11-01-2016 09:00,18.19,827,444,60.92,424.75,18.19,126.5,1.18,176.71,19.67
11-01-2016 10:00,20.87,770.17,489.33,49.67,437.17,20.87,146,1.43,120.18,19.27
11-01-2016 11:00,23.67,476.17,291,42.17,437,23.67,192.25,1.4,133.26,16.13
11-01-2016 12:00,25.07,429,291,38.92,434.25,25.07,226.33,1.31,152.04,18.04
11-01-2016 13:00,25.55,430.5,406.67,35.75,427.33,25.55,233.33,1.18,167.94,17.02
11-01-2016 14:00,25.63,419.5,985,33.08,410.83,25.63,257.92,1.21,155.02,22.69
11-01-2016 15:00,24.13,605.5,None,38.17,398.83,24.13,253.33,0.99,149.53,22.08
11-01-2016 16:00,23.42,714,None,36.92,358.08,23.42,270.25,0.71,134.24,19.57
11-01-2016 17:00,20.74,541.83,None,38.33,82.08,20.74,268.75,0.58,120.35,11.09
11-01-2016 18:00,18.15,608.67,229,47.25,12.67,18.15,263.08,0.3,126.51,7.4
11-01-2016 19:00,16.52,997,245,56.75,12.5,16.52,152.83,0.3,148.19,8.76
11-01-2016 20:00,15.68,997,342.5,62.67,12.58,15.68,174.5,0.3,138.02,10.17
11-01-2016 21:00,15.13,997,446.67,65.58,12.17,15.13,166.08,0.3,160.37,11.44
11-01-2016 22:00,14.36,997,530,68.92,12.42,14.36,195.08,0.32,166.12,53.18
11-01-2016 23:00,14,997,541,71.08,12.42,14,145.33,0.3,145.21,None
12-01-2016 00:00,13.3,997,592.2,73.08,12.5,13.3,137,0.3,122.2,None
12-01-2016 01:00,12.62,997,592.83,74.42,12.42,12.62,81.33,0.3,99.32,None
12-01-2016 02:00,12.47,997,451.5,74.33,12.75,12.47,73,0.3,93.62,184.2
12-01-2016 03:00,12.22,955.6,449,72,12.5,12.22,49.75,0.32,97.03,99.34
12-01-2016 04:00,12.62,580.8,435.33,70.17,12.17,12.62,65.83,0.86,91.18,70.19
12-01-2016 05:00,12.34,572.5,362.17,68.75,12.25,12.34,106.67,0.48,87.93,60.33
12-01-2016 06:00,11.73,676,347.67,71.17,13,11.73,162.92,0.31,118.34,31.55
12-01-2016 07:00,12.78,716,391.83,68.92,126.92,12.78,64.25,0.33,111.05,14.42
12-01-2016 08:00,15.3,713.5,376.6,62.42,384.75,15.3,98.83,0.92,114.45,14.33
12-01-2016 09:00,17.27,678.8,419.8,56.58,428.42,17.27,107.5,2.54,115.59,9.1
12-01-2016 10:00,19.88,559.8,342.8,52.25,438.5,19.88,111.17,2.25,93.66,12.81
12-01-2016 11:00,21.84,466.4,221.7,45.83,444.08,21.84,108.92,2.93,78.08,13.44
12-01-2016 12:00,23.18,358.5,115.9,41.5,444.25,23.18,124.08,2.95,65.29,18.36
12-01-2016 13:00,23.67,296.33,79,39.5,439.17,23.67,109.58,3.31,62.25,23.27
12-01-2016 14:00,23.78,310.67,79,38.75,420.42,23.78,103.08,3.57,63.75,27.91
12-01-2016 15:00,23.64,359.67,79,38.5,414,23.64,108.75,3.28,61.4,28.65
12-01-2016 16:00,22.83,290,79,39.67,359.33,22.83,110.58,2.47,78.31,25.81
12-01-2016 17:00,21.4,308.33,84.8,45.25,84.08,21.4,102.25,2,107.32,10.53
12-01-2016 18:00,20.02,360.83,140.4,56.67,12.5,20.02,97.92,2.08,112.65,6.97
12-01-2016 19:00,19.2,414.83,177.17,59.67,12.58,19.2,92.58,2.22,104.71,7.34
12-01-2016 20:00,18.41,420.5,214.17,62.67,12.5,18.41,91.5,1.99,98.07,7.96
12-01-2016 21:00,17.76,441.17,247.17,64.67,12.58,17.76,85.17,1.53,85.58,8.93
