date,AT,PM10,PM2.5,RH,SR,Temp,WD,WS,NO2,Ozone
26-10-2016 04:00,21.24,642,382.5,63.58,12.33,None,248.08,0.3,101.85,20.98
26-10-2016 05:00,21.1,642,249,61.33,12.5,None,243.42,0.3,99.07,15.57
26-10-2016 06:00,21.27,642,236,59,76.08,None,245.42,0.3,105.1,16.41
26-10-2016 07:00,23.26,642,190.5,54.28,349.07,None,241.75,0.3,103.79,14.95
26-10-2016 08:00,27.65,780,162.17,43.67,404.58,None,280.17,0.32,113.57,21.21
26-10-2016 09:00,30.57,750.83,159.17,36.83,416.92,None,281.83,0.31,126.12,16.8
26-10-2016 10:00,32.42,618.67,164.83,33.25,422.5,None,275.83,0.58,132.82,17.42
26-10-2016 11:00,34.23,687.5,165,30.5,423.58,None,273.58,0.91,140.75,19.78
26-10-2016 12:00,34.78,671.33,169.5,28.5,421.43,None,287.53,1.17,133.06,22.68
26-10-2016 13:00,35.1,566,165,27.67,410.33,None,279.75,1.11,122.22,26.29
26-10-2016 14:00,34.42,499.5,151.5,26.25,402.08,None,262.17,1.4,82.42,23.5
26-10-2016 15:00,33.25,460.17,132.17,26.58,369.67,None,251.17,1.03,83.77,21.67
26-10-2016 16:00,31.38,445,131,30.5,309.17,None,184.83,0.63,111.03,18.52
26-10-2016 17:00,29.77,560.83,177.5,34,65.58,None,149,0.4,129.95,15.48
26-10-2016 18:00,28.2,760,230,39.08,12.47,None,80.52,0.57,156,17.43
26-10-2016 19:00,27.07,760,328.5,44.08,12.58,None,84.92,0.91,145.22,20.11
26-10-2016 20:00,25.2,760,327.5,49.42,12.83,None,189.25,0.33,170.33,17.62
26-10-2016 21:00,24.87,760,364.83,50.58,12.67,None,123.08,0.35,170.62,21.34
26-10-2016 22:00,23.95,760,395.5,54.83,12.83,None,95.58,0.32,174.57,24.73
26-10-2016 23:00,23.53,760,434,54.67,12.67,None,147.58,0.42,166.53,23.05
27-10-2016 00:00,23.73,760,453.83,50.17,12.33,None,95.17,0.36,118.24,23.02
27-10-2016 01:00,22.23,760,460.17,55.17,12.5,None,192,0.31,116.67,20.18
27-10-2016 02:00,21.44,783.67,564.83,58.58,12.83,None,197.58,0.3,101.97,19.82
27-10-2016 03:00,20.75,902,415.33,61.42,12.5,None,179,0.3,113.5,24.99
27-10-2016 04:00,20.3,902,441.33,62.5,12.75,None,216.42,0.3,127.57,29.16
27-10-2016 05:00,19.96,902,420.5,65.2,12.37,None,224.38,0.3,119.56,26.93
27-10-2016 06:00,19.6,902,452,67.08,81,None,231.67,0.3,112.9,23.99
27-10-2016 07:00,22.79,902,420.67,62.08,365.58,None,245.25,0.3,128.91,22.08
27-10-2016 08:00,27.85,902,396.67,43.67,409.75,None,284,0.68,121.91,20.97
27-10-2016 09:00,30.08,898,305,37.67,420.08,None,274.5,0.81,133.71,15.74
27-10-2016 10:00,32.1,842.17,273.83,33.25,425.25,None,249.92,0.91,115.54,19.85
27-10-2016 11:00,32.86,663,243,31.35,426.57,None,278.85,1.2,129.66,40.66
27-10-2016 12:00,33.52,663,243,28.83,422.92,None,283.83,1.27,128.48,74.15
27-10-2016 13:00,33.68,962,89.5,25.83,412.33,None,271.67,1.42,94.55,94.94
27-10-2016 14:00,33.45,954.8,172.6,23.5,404.17,None,267.67,1.45,90.58,84.88
27-10-2016 15:00,32.26,884,144.8,24.75,365.33,None,283.58,1.43,102.38,83.62
27-10-2016 16:00,30.95,674.25,135.25,26.98,303.27,None,283.87,1.03,127.86,56.31
27-10-2016 17:00,28.94,676,142.33,30.83,62.92,None,272.42,0.41,158.7,21.23
27-10-2016 18:00,26.61,676,216.67,37.33,12.67,None,218.92,0.3,166.22,18.09
27-10-2016 19:00,25.28,676,299,41.92,12.75,None,222.17,0.3,202.35,18.5
27-10-2016 20:00,24.71,676,405.17,45.58,12.58,None,203.75,0.3,212.25,20.82
27-10-2016 21:00,24.28,676,465.17,47.92,12.58,None,173.58,0.3,213.35,22.33
27-10-2016 22:00,24.01,676,464.4,47.42,12.42,None,216.58,0.3,190.06,22.52
27-10-2016 23:00,23.43,676,390.4,48.08,12.42,None,242.42,0.3,203.69,31.47
28-10-2016 00:00,23.59,676,440,47.75,12.67,None,257.08,0.33,145.07,29.92
28-10-2016 01:00,23.38,676,438.33,46.83,12.83,None,266.42,0.3,147.81,21.43
28-10-2016 02:00,22.93,676,437.5,47.83,12.42,None,274.25,0.38,126.73,19.94
28-10-2016 03:00,21.52,676,482.5,52.5,12.75,None,226.42,0.3,116.89,21.48
28-10-2016 04:00,20.31,676,537.5,57.5,12.53,None,210.55,0.3,127.78,22.19
28-10-2016 05:00,19.58,676,606.2,61.25,12.67,None,227.17,0.3,133,20.46
28-10-2016 06:00,20.07,676,529.6,60.58,67.92,None,186.08,0.34,132.09,21.42
28-10-2016 07:00,22.04,676,520.6,57.5,347.17,None,251.08,0.32,145.1,23.34
28-10-2016 08:00,25.52,676,481.6,47.33,406.92,None,262.42,0.6,125.63,18.72
28-10-2016 09:00,28,704.17,369,40.92,419.08,None,258,0.78,136.92,15
28-10-2016 10:00,30.14,845,328.25,36.52,423.73,None,279.93,0.96,152.97,32.82
28-10-2016 11:00,31.98,959,343.6,32.25,423.67,None,285.25,1.21,187.64,49.24
28-10-2016 12:00,32.98,936.67,293,27.58,423.17,None,281.83,1.41,170.71,57.16
28-10-2016 13:00,33.13,790.83,206.4,26.33,408.83,None,273.08,1.23,154.22,74.88
28-10-2016 14:00,32.62,631.83,187,24,399.58,None,282.33,1.43,119.05,83.17
28-10-2016 15:00,31.65,673.1,147.5,24.25,364.67,None,282.67,1.21,111.14,76.14
28-10-2016 16:00,30.24,518.67,126,26.67,292.42,None,292.08,0.88,138.98,51.82
28-10-2016 17:00,28.28,552,157.4,30.83,61,None,280.92,0.4,171.57,18.37
28-10-2016 18:00,26.03,552,295.6,37.58,12.5,None,218.83,0.3,206.48,16.7
28-10-2016 19:00,24.27,552,538,43.92,12.83,None,226.67,0.3,226.06,18.98
28-10-2016 20:00,23.28,552,536.67,47.42,12.83,None,231.25,0.3,239.24,22.35
28-10-2016 21:00,23.05,552,530,50.25,12.53,None,194,0.3,214.27,28.42
28-10-2016 22:00,22.71,552,507.33,52.58,12.58,None,130.92,0.3,192.19,32.68
28-10-2016 23:00,22.37,552,389.67,54.58,12.67,None,71,0.3,160.27,124.23
29-10-2016 00:00,21.99,552,373.17,56.25,12.5,None,126.5,0.3,108.18,None
29-10-2016 01:00,20.91,552,399,59.08,12.42,None,243.92,0.3,112.97,None
29-10-2016 02:00,20.63,552,399,57.33,12.42,None,157.83,0.31,106.07,171.68
29-10-2016 03:00,20.4,552,399,60.83,12.37,None,226,0.3,107.81,134.73
29-10-2016 04:00,19.62,552,394.67,62.08,12.58,None,199.92,0.3,109.33,57.72
29-10-2016 05:00,19.77,552,385,63,12.58,None,130.17,0.3,111.18,46.54
29-10-2016 06:00,20.02,552,427.83,60.58,54.5,None,102.92,0.33,114.26,43.25
29-10-2016 07:00,21.5,552,354.5,58.67,308.33,None,91.08,0.43,112.39,78.75
29-10-2016 08:00,23.87,552,421.33,52.25,395.33,None,95.75,0.85,118.81,152.79
29-10-2016 09:00,27.34,552,437.83,44.17,405.75,None,212.25,0.57,182.24,155.24
29-10-2016 10:00,29.5,597.12,436.83,37.58,405.17,None,201.83,0.6,335.48,132.57
29-10-2016 11:00,29.74,913,547.17,36.58,408.5,None,107.33,1.49,293.28,72.95
29-10-2016 12:00,30.97,911.4,468.8,31.5,413.42,None,115.58,1.68,182.37,54.99
29-10-2016 13:00,32.34,869.5,371.83,27.67,406.58,None,164.83,1.22,138.11,82.36
29-10-2016 14:00,32.11,717,296,26.68,389,None,121.42,1.31,123.97,122.31
29-10-2016 15:00,30.77,667.83,269,28.83,364,None,89.92,1.63,151.51,87.45
29-10-2016 16:00,29.17,759.5,243.83,33.83,250.25,None,74.17,1.04,179.17,37.42
29-10-2016 17:00,27.02,947,310.5,38.83,45.75,None,70.67,0.48,176.53,51.95
29-10-2016 18:00,25.68,None,418.5,44.25,12.58,None,58.92,0.48,188.3,36.97
29-10-2016 19:00,24.29,None,534.5,49.92,12.42,None,98.58,0.45,174.41,37.31
29-10-2016 20:00,23.63,None,550.33,52.35,12.72,None,48.67,0.32,180.56,35.62
29-10-2016 21:00,22.65,None,298.83,56.58,12.67,None,48.33,0.3,166.72,28.27
29-10-2016 22:00,21.82,None,371,59.83,12.5,None,55.67,0.3,156.98,72.94
29-10-2016 23:00,21.23,None,557.17,62.75,12.75,None,62.25,0.3,150.26,None
30-10-2016 00:00,21.01,None,493.33,64.75,12.67,None,188.75,0.3,114.64,None
30-10-2016 01:00,20.41,None,270,66.92,12.67,None,165.08,0.3,114.59,None
30-10-2016 02:00,19.94,None,316.5,68.67,12.33,None,231.58,0.3,115.64,115.89
30-10-2016 03:00,19.53,None,549,70.25,12.42,None,249.25,0.3,100.41,96.48
30-10-2016 04:00,19.33,None,521.67,71.75,12.42,None,135.08,0.3,None,70.73
30-10-2016 05:00,19.49,None,416.6,71.08,12.5,None,77.83,0.34,None,177.54
30-10-2016 06:00,19.05,None,518.8,70.58,53.58,None,70.42,0.36,None,51.61
30-10-2016 07:00,20.2,972.33,414.83,69.42,323,None,81,0.31,None,None
30-10-2016 08:00,24.48,964,388.2,59.25,399.75,None,238,0.3,240.57,None
30-10-2016 09:00,28.04,968.75,433.5,48.08,406.5,None,245.58,0.43,205.21,79.68
30-10-2016 10:00,28.4,997.67,449.2,43,417.17,None,147.42,1.63,97.28,29.28
30-10-2016 11:00,29.83,853.8,251.4,37.83,421.08,None,156.33,1.41,83.16,26.27
30-10-2016 12:00,30.57,356,158.33,34.25,423.83,None,110.42,1.84,62.57,40.56
30-10-2016 13:00,31.16,313.6,141.2,30.25,408.08,None,141.58,1.28,60.09,73.3
30-10-2016 14:00,30.97,324.33,127.83,29.92,396.08,None,111.33,1.91,72.22,97.28
30-10-2016 15:00,29.91,344.33,139.83,34.08,365.33,None,85.58,1.72,81.4,75.7
30-10-2016 16:00,28.62,441.83,152.17,37.42,263.08,None,76.25,1.48,93.25,65.34
30-10-2016 17:00,27.77,507.17,150.5,44.17,37.58,None,70.5,1,113.12,49.22
30-10-2016 18:00,25.84,701,196.67,49.92,12.5,None,65.83,0.46,112.45,71.06
30-10-2016 19:00,24.11,778.17,255.5,53.83,12.5,None,63.83,0.55,105.17,None
30-10-2016 20:00,22.91,852.5,376.6,58.42,12.5,None,70.67,0.3,112.3,158.49
30-10-2016 21:00,21.71,950,551,62.67,13,None,56.42,0.3,113.99,82.1
30-10-2016 22:00,20.96,None,569,66.75,12.67,None,60,0.3,124.65,67.3
30-10-2016 23:00,20.6,None,735.7,69.33,12.83,None,59.5,0.3,113.46,56.43
31-10-2016 00:00,20.61,None,782.17,70.17,12.33,None,99.17,0.3,110.97,79.53
31-10-2016 01:00,20.11,None,811,71.63,12.47,None,83.67,0.38,105.06,79.92
31-10-2016 02:00,19.59,None,875.9,71.17,12.5,None,53.58,0.37,81.75,61.48
31-10-2016 03:00,18.81,None,782.3,73.25,12.58,None,50.58,0.3,75.74,51.44
31-10-2016 04:00,18.96,None,513.17,74,12.67,None,80.33,0.3,79.89,74.79
31-10-2016 05:00,18.87,None,549.17,73.5,12.67,None,70.67,0.38,77.03,91.56
31-10-2016 06:00,18.68,None,735.17,72.67,58.62,None,81.6,0.3,78.27,121.5
31-10-2016 07:00,20.22,766,538.17,70.58,329.58,None,123.92,0.34,93.85,193.5
31-10-2016 08:00,24.14,776.83,514.5,58.08,402.75,None,139.83,0.3,102.77,None
31-10-2016 09:00,26.67,791.5,336.17,48.67,414.33,None,148.5,0.41,105.69,177.1
31-10-2016 10:00,28.72,580.17,266.3,41.08,420.42,None,109.5,0.99,97.08,67.5
31-10-2016 11:00,30.38,503.5,223.17,36.75,419.58,None,177.08,0.7,107.76,None
31-10-2016 12:00,31.44,499.8,187.5,33.3,414.72,None,221.18,0.6,105.16,161.2
31-10-2016 13:00,31.67,616.33,204.67,32.5,404.08,None,192.67,0.61,90.3,90.5
31-10-2016 14:00,31.32,523.5,199.5,31,394.08,None,234.75,0.34,89.94,35.65
31-10-2016 15:00,30.37,532.83,174.5,29.25,358.83,None,216.67,0.36,111.49,30.48
31-10-2016 16:00,28.96,549.5,132.33,31.42,265.08,None,190.25,0.34,119.21,24.07
31-10-2016 17:00,26.91,479,117.67,36.75,45.75,None,86.92,0.3,131.92,20.1
31-10-2016 18:00,24.8,564,188.17,44.8,12.63,None,211.37,0.3,141.18,26.3
31-10-2016 19:00,23.7,564,336.5,51.25,12.67,None,235.92,0.3,141.09,26.21
31-10-2016 20:00,22.62,564,430.67,55.42,12.58,None,153.33,0.3,152.76,24.82
31-10-2016 21:00,21.71,564,589,59.42,12.75,None,145.17,0.3,144.02,23.08
31-10-2016 22:00,20.98,625.2,589,62,12.83,None,151,0.3,190.13,28.7
31-10-2016 23:00,20.46,None,618.17,64.83,13,None,178.5,0.3,156.99,45.58
01-11-2016 00:00,20.32,None,764,66.25,12.67,None,209.58,0.3,150.81,49.24
01-11-2016 01:00,19.57,None,764,68.25,12.42,None,190.75,0.3,136.92,42.91
01-11-2016 02:00,19.13,None,764,70.67,12.67,None,167.83,0.3,116.71,43.23
01-11-2016 03:00,19.23,None,736.83,69.5,12.58,None,92.83,0.31,102.17,27.42
01-11-2016 04:00,18.79,None,570.67,68.92,12.75,None,85.17,0.3,95.87,17.68
01-11-2016 05:00,18.28,None,432.5,71.25,12.58,None,85,0.3,117.83,21.04
01-11-2016 06:00,18.13,None,492.7,72.08,50.67,None,96.5,0.3,118.96,18.75
01-11-2016 07:00,19.87,None,437.83,70,315.92,None,239.92,0.3,132.3,21.07
01-11-2016 08:00,24.15,779.67,485.67,58.17,400.17,None,272.25,0.35,132.64,22.07
01-11-2016 09:00,27.68,793,457,46.25,409.83,None,267.5,0.38,159.3,23.28
01-11-2016 10:00,30.17,794.6,469.17,38.67,413.33,None,260.5,0.33,183.68,21.63
01-11-2016 11:00,31.5,817.67,428.83,34.58,413.18,None,185.67,0.61,144.33,29.83
01-11-2016 12:00,32.46,836.5,291.9,31.25,410.75,None,208.92,0.68,141.29,31.08
01-11-2016 13:00,32.68,611.83,221.67,27.67,402.08,None,243.25,0.82,106.4,36.33
01-11-2016 14:00,31.97,569.17,141.67,26.33,391.83,None,234.92,0.72,88.09,53.09
01-11-2016 15:00,30.64,506.83,128,28.75,357.67,None,268.75,0.47,126.68,37.28
01-11-2016 16:00,29,724.33,152,27.42,244,None,299.08,0.33,135.07,28.93
01-11-2016 17:00,26.99,662.2,156.67,35.25,40.83,None,283.58,0.3,165.25,19.2
01-11-2016 18:00,25.49,932.67,265,40.75,12.5,None,232.17,0.3,149.91,18.22
01-11-2016 19:00,23.92,None,337.67,46.25,12.67,None,209.67,0.3,142.09,19.56
01-11-2016 20:00,22.82,None,460.33,49.83,12.5,None,237,0.3,159.97,17.49
01-11-2016 21:00,22.36,None,520.83,52.5,12.58,None,157.42,0.3,155.22,19.12
01-11-2016 22:00,21.38,None,594.6,57.27,12.53,None,120,0.3,188.41,24.22
01-11-2016 23:00,20.91,None,613,60.67,12.5,None,138,0.3,196.39,22.96
02-11-2016 00:00,21.22,None,609.7,58.75,12.5,None,214.42,0.3,145.34,23.27
02-11-2016 01:00,20.73,None,572,60.33,12.67,None,206.92,0.3,136.68,19.65
02-11-2016 02:00,20.24,None,549,63.58,12.58,None,241.5,0.3,124.09,19.99
02-11-2016 03:00,20.07,None,649.67,65.58,12.67,None,243.58,0.3,120.87,23.17
02-11-2016 04:00,19.83,None,692,67.32,12.65,None,100.9,0.3,121.79,25.59
02-11-2016 05:00,19.28,None,548,68.83,12.42,None,105,0.3,134.18,25.22
02-11-2016 06:00,18.98,None,598.17,70.67,39.58,None,105,0.3,141.39,27.87
02-11-2016 07:00,20.18,None,850.25,69.58,254.33,None,59.42,0.3,150.37,27.75
02-11-2016 08:00,23,None,864,61.92,379.92,None,175.08,0.3,171.02,26.09
02-11-2016 09:00,26.05,None,None,52.75,399.25,None,218.92,0.31,196.74,24.61
02-11-2016 10:00,28.82,None,230,43.45,405.95,None,219.4,0.42,224.26,19.15
02-11-2016 11:00,30.76,None,465.67,36.17,410.42,None,214.25,0.38,174.07,15.16
02-11-2016 12:00,31.91,None,475,32.75,409.43,None,165.97,0.88,132.31,17.56
02-11-2016 13:00,32.58,718.17,288.33,30.25,398.5,None,226.83,0.62,153.28,16.56
02-11-2016 14:00,31.88,623.5,199.5,28.92,387.67,None,240.83,0.59,125.81,19.11
02-11-2016 15:00,30.52,535.8,146.2,29.55,351.18,None,203.75,0.37,127.06,18.99
02-11-2016 16:00,28.87,652.5,135,31.47,223.6,None,168.28,0.3,148.02,14.14
02-11-2016 17:00,26.52,699.17,126.17,37.83,37.58,None,222.58,0.31,158.68,15.29
02-11-2016 18:00,24.63,None,199.83,45.33,12.5,None,90.25,0.31,166.24,18.39
02-11-2016 19:00,22.97,None,339,53.67,12.33,None,197.17,0.3,174.59,19.75
02-11-2016 20:00,21.99,None,579.5,59.17,12.42,None,202.33,0.3,229.42,21.9
02-11-2016 21:00,21.29,None,532,63.83,12.42,None,208.25,0.3,266.42,25.57
02-11-2016 22:00,20.84,None,532,67.25,12.75,None,208.92,0.3,258.2,24.55
02-11-2016 23:00,20.14,None,531,69.58,12.5,None,209,0.3,228.14,25.19
03-11-2016 00:00,20.3,None,524.17,70.5,12.42,None,226.92,0.3,173.93,27.52
03-11-2016 01:00,19.82,None,510,72.25,12.33,None,231.58,0.3,159.7,25.03
03-11-2016 02:00,19.47,None,563.33,74,12.42,None,247.08,0.3,126.54,26.83
03-11-2016 03:00,18.97,None,830,75,12.55,None,194.1,0.3,138.01,24.68
03-11-2016 04:00,18.61,None,834.38,75.58,12.33,None,148.83,0.33,129.42,21.7
03-11-2016 05:00,18.78,None,850.8,73.67,12.42,None,72.08,0.3,129.2,20.27
03-11-2016 06:00,18.03,None,701.33,74.5,47.25,None,92,0.3,136.37,21.74
03-11-2016 07:00,20.5,None,599.83,73.67,309.67,None,91.92,0.3,174.78,24.05
03-11-2016 08:00,26.18,None,615.83,54.58,394.42,None,249.75,0.33,201.95,25.43
03-11-2016 09:00,28.88,None,530,43.28,404.82,None,165.17,0.54,191.71,20.05
03-11-2016 10:00,31.21,None,510.33,36.58,408.75,None,194.17,0.55,149.26,21.78
03-11-2016 11:00,32.82,823.2,287,32.25,408.92,None,244.42,0.58,156.64,17.7
03-11-2016 12:00,33.24,728.33,266.83,27.75,406.58,None,256.42,0.79,120.16,18.62
03-11-2016 13:00,33.46,600.5,156.17,26.75,395.17,None,252.67,0.76,122.06,21.12
03-11-2016 14:00,32.43,353,107,27.63,380.68,None,174.38,0.84,112.5,65.44
03-11-2016 15:00,31.21,368.17,103.83,27.83,341.5,None,222.83,0.45,108.38,28.33
03-11-2016 16:00,29.43,501.67,94.33,31.5,210.5,None,277.33,0.31,150.53,14.93
03-11-2016 17:00,27.13,820.5,130.67,36.67,35.75,None,291.42,0.3,147.22,14.14
03-11-2016 18:00,25.28,973,170.83,43.17,12.58,None,284.25,0.3,163.02,16.42
03-11-2016 19:00,24.37,974.08,271.83,47.5,12.83,None,192.17,0.3,169.79,20.22
03-11-2016 20:00,23.03,986.6,375.2,53.78,12.37,None,313.33,0.3,189.48,22.21
03-11-2016 21:00,22.18,None,450.7,57.83,12.5,None,268.25,0.3,186.33,25.18
03-11-2016 22:00,21.77,None,444.67,59.92,12.42,None,266.25,0.3,196.27,27.5
03-11-2016 23:00,20.98,None,461.33,62.5,12.75,None,266,0.3,189.17,119.1
04-11-2016 00:00,20.6,None,409.17,65.08,12.58,None,256.92,0.3,153.68,None
04-11-2016 01:00,19.77,None,441.83,67.5,12.67,None,267.92,0.3,138.63,None
04-11-2016 02:00,19.21,None,452.83,69.6,12.25,None,199.73,0.3,132.53,None
04-11-2016 03:00,18.9,None,468.5,70.92,12.5,None,237.92,0.3,152.49,None
04-11-2016 04:00,18.25,None,490.5,71.5,12.33,None,185.08,0.3,148.12,161.24
04-11-2016 05:00,18.15,None,394,73.08,12.42,None,200.5,0.3,148.16,77.19
04-11-2016 06:00,18.19,None,397.8,73.08,43.25,None,217.42,0.3,153.92,30.58
04-11-2016 07:00,20.48,None,503.33,68.33,319.42,None,238.83,0.31,158.62,17.14
04-11-2016 08:00,25.17,None,409.83,52.35,409.28,None,243.43,0.32,178.99,22.99
04-11-2016 09:00,28.29,None,414,40.08,418.42,None,257.33,0.3,208.68,None
04-11-2016 10:00,30.41,None,453.33,36,420.17,None,261.83,0.3,208.49,24.71
04-11-2016 11:00,31.83,None,427.17,34.75,420.5,None,218.5,0.51,234.43,34.95
04-11-2016 12:00,32.36,None,426.62,30.92,418.42,None,249.5,0.82,172.03,42.13
04-11-2016 13:00,32.87,983,314.4,23.87,410.63,None,250.07,0.83,139.05,35.04
04-11-2016 14:00,31.12,988.67,196.33,31.58,396.42,None,271.33,0.62,166.98,56.35
04-11-2016 15:00,29.09,737,279.3,41.42,371.08,None,217.92,0.43,177.28,35.44
04-11-2016 16:00,27.18,737,464.17,45.33,262.17,None,213.67,0.48,133.66,32.38
04-11-2016 17:00,25.48,770.17,428.33,49.83,37.67,None,160.42,0.33,151.97,21.65
04-11-2016 18:00,24.36,None,431,54.5,12.67,None,104.67,0.36,166.32,23.37
04-11-2016 19:00,23.18,None,532.5,57.75,12.42,None,175.42,0.3,160.82,23.51
04-11-2016 20:00,22.16,None,552.33,59.58,12.75,None,191.83,0.3,172.8,21.21
04-11-2016 21:00,21.17,None,599.33,62.33,12.5,None,204,0.3,180.68,25.68
04-11-2016 22:00,20.64,None,651,63.17,12.58,None,205.75,0.3,199.55,30.67
04-11-2016 23:00,20.4,None,651,63.92,12.5,None,206,0.3,223.22,28.08
05-11-2016 00:00,20.68,None,660,63.67,12.67,None,210.67,0.3,163.08,29.28
05-11-2016 01:00,20.2,None,696,63.92,12.8,None,218.8,0.3,148.04,24.87
05-11-2016 02:00,19.71,None,716.67,67,12.75,None,198.25,0.3,151.96,24.73
05-11-2016 03:00,19.36,None,820,68.83,12.67,None,187.17,0.3,151.93,24.49
05-11-2016 04:00,18.77,None,817.5,71.25,12.67,None,255.67,0.32,132.78,22.22
05-11-2016 05:00,18.45,None,812.17,72.67,12.5,None,261.25,0.3,120.16,19.98
05-11-2016 06:00,18.34,None,845.5,72.5,37.1,None,244.1,0.31,124.46,18.12
05-11-2016 07:00,19.17,None,823,72.17,259.5,None,244.83,0.33,146.01,20.68
05-11-2016 08:00,21.47,None,812.17,64.83,386.75,None,272.75,0.45,127.77,19.84
05-11-2016 09:00,23.33,None,752.83,55.75,404.58,None,268.42,0.55,133.68,19.9
05-11-2016 10:00,24.62,None,754.17,50.83,413.08,None,290.25,0.93,154.22,21.7
05-11-2016 11:00,26.28,None,890,46.42,418.5,None,287.75,1.08,170.77,23.96
05-11-2016 12:00,27.4,None,None,43.1,413.53,None,293.07,1.15,187.07,26.21
05-11-2016 13:00,27.84,None,None,43.17,410.58,None,286.83,1.05,169.62,27.59
05-11-2016 14:00,28,None,None,43.25,396.08,None,278,0.84,160.59,26.22
05-11-2016 15:00,26.98,None,None,45.75,365,None,275,0.37,148.56,26.87
05-11-2016 16:00,25.71,None,None,47.83,239.33,None,290.67,0.31,153.59,20.85
05-11-2016 17:00,23.86,None,None,53.58,37.83,None,277.92,0.3,157.47,35.07
05-11-2016 18:00,22.33,None,None,59.5,12.83,None,219,0.3,159.69,21.27
05-11-2016 19:00,21.35,None,None,63.67,12.58,None,214.75,0.3,190.43,19.07
05-11-2016 20:00,20.56,None,None,67.25,12.25,None,208.08,0.3,210.73,71.28
05-11-2016 21:00,20.11,None,None,69.83,12.75,None,218,0.3,235,198.21
05-11-2016 22:00,19.77,None,None,72.08,12.75,None,220,0.3,218.07,134.51
05-11-2016 23:00,19.18,None,None,74,12.5,None,218.5,0.3,198.03,106.23
06-11-2016 00:00,18.8,None,None,75.8,12.55,None,211.35,0.3,168.58,93.37
06-11-2016 01:00,18.53,None,None,76,12.75,None,243.58,0.3,145.55,57.91
06-11-2016 02:00,18.23,None,None,75.92,12.42,None,170.83,0.3,152.27,35.93
06-11-2016 03:00,18.12,None,None,74.25,12.67,None,222.33,0.3,154.02,27.68
06-11-2016 04:00,17.57,None,None,74.92,12.67,None,219.17,0.3,150.68,23.42
06-11-2016 05:00,17.42,None,None,76.5,12.62,None,204.2,0.3,144.71,22.47
06-11-2016 06:00,17.18,None,None,77,33.83,None,223.08,0.3,145.96,18.22
06-11-2016 07:00,17.54,None,411,75.17,247.75,None,289.58,0.3,152.9,18.76
06-11-2016 08:00,19.82,None,825,69.75,386.33,None,276.5,0.3,146.52,18.66
06-11-2016 09:00,22.55,None,860.67,59.58,405.75,None,267.25,0.31,158.13,23.8
06-11-2016 10:00,25.02,None,866.42,50.33,411.58,None,284.42,0.3,191.88,21.83
06-11-2016 11:00,26.65,None,885,46.43,407.97,None,240.4,0.31,215.07,22.03
06-11-2016 12:00,27.4,None,873,44.33,404.83,None,285.33,0.32,222.78,22.61
06-11-2016 13:00,28.65,None,813,41.92,406.42,None,266.33,0.31,219.22,27.66
06-11-2016 14:00,28.88,None,819,41.33,391.33,None,222.42,0.33,213.22,26.59
06-11-2016 15:00,27.78,None,849,43.5,372.17,None,189.5,0.35,219.23,24.49
06-11-2016 16:00,26,None,849,49.33,257.25,None,155.08,0.3,182.34,22.82
06-11-2016 17:00,23.34,None,849,58.83,34,None,114.08,0.3,199.1,19.77
06-11-2016 18:00,21.67,None,849,64.67,12.67,None,79.92,0.3,220.58,20.66
06-11-2016 19:00,21.34,None,849,67.33,12.58,None,86.33,0.31,210.65,23.13
06-11-2016 20:00,20.21,None,849,68.92,12.58,None,140.75,0.3,220.48,22.61
06-11-2016 21:00,19.55,None,849,71.17,12.67,None,213.67,0.3,220.53,26.57
06-11-2016 22:00,19.08,None,849.67,73.75,12.83,None,214.92,0.3,235.74,31.69
06-11-2016 23:00,18.67,None,853,75.5,12.58,None,221,0.3,194.9,33.58
07-11-2016 00:00,18.73,None,850.67,76.08,12.5,None,213.58,0.3,122.98,24.89
07-11-2016 01:00,18.27,None,839,76.08,12.75,None,221,0.3,112.79,19.99
07-11-2016 02:00,17.77,None,839,77.17,12.58,None,194.17,0.3,125.7,20.68
07-11-2016 03:00,17.7,None,839,77.25,12.58,None,122,0.3,132.26,19.85
07-11-2016 04:00,17.42,None,839,77,12.5,None,86.33,0.32,149.28,19.58
07-11-2016 05:00,17.4,None,839,77,12.67,None,84.83,0.3,144.04,21.43
07-11-2016 06:00,16.87,None,839,77,37.17,None,216,0.3,160.58,21.93
07-11-2016 07:00,17.82,None,839,75.58,281.08,None,254.92,0.3,159.58,22.3
07-11-2016 08:00,21.61,None,827.33,63.67,396,None,262.83,0.3,133.49,29.36
07-11-2016 09:00,25.15,None,769,47.25,415.33,None,293.33,0.46,166.77,15.78
07-11-2016 10:00,27.76,None,738.33,37.83,421,None,286.83,0.5,160.04,17.96
07-11-2016 11:00,28.94,None,539.17,32.42,424,None,291.58,1.17,156.94,18.45
07-11-2016 12:00,29.27,748.17,295.67,31.17,420.42,None,283.08,1.3,139.91,19.12
07-11-2016 13:00,29.91,655,269.33,30.5,411.92,None,283.58,1.45,134.44,26.89
07-11-2016 14:00,29.88,696.33,253.33,26.42,397.92,None,287.08,1.67,134.19,31.3
07-11-2016 15:00,29.12,852.17,183.33,24.08,362.67,None,287.25,1.61,150.19,32.61
07-11-2016 16:00,27.66,595,148.67,26.28,245.28,None,291.1,0.89,154.3,23.91
07-11-2016 17:00,25.48,580,155,31.33,38.83,None,278.5,0.31,171.83,16.29
